id,name,country,latitude,longitude,temp,temp_max,temp_min,humidity,cloudiness,wind_speed
1817240,Baiyin,CN,36.56,104.21,42.8,42.8,42.8,38.0,0,2.24
2075720,Broome,AU,-17.97,122.23,86.0,86.0,86.0,62.0,100,13.87
3404817,Breves,BR,-1.68,-50.48,74.97,74.97,74.97,94.0,9,5.03
5850554,Makakilo City,US,21.35,-158.09,82.45,84.2,80.6,70.0,1,8.05
933117,Sebina,BW,-20.87,27.25,73.06,73.06,73.06,20.0,0,15.84
5563397,Eureka,US,40.8,-124.16,59.02,62.01,57.0,80.0,1,7.0
2037075,Hailin,CN,44.58,129.42,57.72,57.72,57.72,38.0,100,13.87
609919,Quryq,KZ,43.2,51.65,50.36,50.36,50.36,64.0,100,2.37
2018735,Nyurba,RU,63.28,118.33,19.56,19.56,19.56,95.0,53,5.19
3372472,Vila Franca do Campo,PT,37.72,-25.43,59.0,59.0,59.0,72.0,40,11.41
2629833,Husavik,IS,66.04,-17.34,23.0,23.0,23.0,92.0,63,3.36
1850523,Tateyama,JP,34.98,139.87,67.46,68.0,66.2,55.0,20,21.92
1799384,Ninghai,CN,29.29,121.42,67.15,70.0,64.99,82.0,100,1.01
964712,Plettenberg Bay,ZA,-34.05,23.37,53.06,53.06,53.06,79.0,0,2.13
1528606,Kemin,KG,42.78,75.69,52.41,52.41,52.41,34.0,0,3.4
3576994,Cockburn Town,TC,21.46,-71.14,81.73,81.73,81.73,79.0,89,14.92
1655140,Pakxan,LA,18.38,103.66,74.1,74.1,74.1,73.0,91,6.87
3685295,Dabeiba,CO,7.0,-76.27,74.71,74.71,74.71,78.0,94,0.54
901344,Ndola,ZM,-12.96,28.64,65.32,65.32,65.32,38.0,4,4.97
2019488,Namtsy,RU,62.72,129.67,21.2,21.2,21.2,92.0,75,6.71
1068670,Bealanana,MG,-14.55,48.73,61.79,61.79,61.79,85.0,93,4.14
2173125,Burnie,AU,-41.07,145.92,59.0,59.0,59.0,63.0,64,11.01
2014833,Tura,RU,64.28,100.25,10.81,10.81,10.81,95.0,88,1.9
2212775,Sabha,LY,27.04,14.43,66.69,66.69,66.69,62.0,27,11.36
3420768,Qasigiannguit,GL,68.82,-51.19,33.8,33.8,33.8,95.0,100,9.17
1637001,Luwuk,ID,-0.95,122.79,85.78,85.78,85.78,58.0,81,6.96
3692020,Nauta,PE,-4.51,-73.58,75.94,75.94,75.94,82.0,100,0.49
1529484,Kumul,CN,42.8,93.45,55.09,55.09,55.09,34.0,0,7.47
3654410,Manta,EC,-0.95,-80.73,73.4,73.4,73.4,78.0,20,12.75
3522526,Nuevo Progreso,MX,23.17,-97.95,73.69,73.99,73.0,66.0,14,2.71
2359608,Kaya,BF,13.09,-1.08,84.49,84.49,84.49,36.0,3,7.47
3577430,Road Town,VG,18.42,-64.62,82.13,82.4,82.0,69.0,40,4.7
2012593,Zeya,RU,53.75,127.27,38.84,38.84,38.84,89.0,100,4.18
6316343,Alta Floresta,BR,-9.88,-56.09,77.74,77.74,77.74,62.0,0,0.36
5557293,Sitka,US,57.05,-135.33,42.8,42.8,42.8,75.0,75,3.53
5889745,Hauterive,CA,49.18,-68.27,33.8,33.8,33.8,86.0,1,3.36
103630,Najrān,SA,17.49,44.13,60.8,60.8,60.8,29.0,0,2.24
4755280,Danville,US,36.59,-79.39,59.77,61.0,57.99,87.0,1,1.68
7601762,Bairiki Village,KI,1.33,172.98,86.0,86.0,86.0,70.0,40,10.29
1071296,Antalaha,MG,-14.9,50.28,72.09,72.09,72.09,84.0,100,11.3
2112444,Kamaishi,JP,39.27,141.88,59.0,59.0,59.0,58.0,20,3.36
3407407,Aquiraz,BR,-3.9,-38.39,80.6,80.6,80.6,74.0,40,11.41
1623197,Tual,ID,-5.67,132.75,77.76,77.76,77.76,87.0,100,11.05
3414079,Olafsvik,IS,64.89,-23.71,42.93,42.93,42.93,75.0,100,10.83
3899695,Ancud,CL,-41.87,-73.82,42.78,45.0,41.0,75.0,0,9.17
1271934,Fatehābād,IN,29.52,75.45,70.3,70.3,70.3,23.0,0,4.29
2173911,Broken Hill,AU,-31.95,141.43,77.0,77.0,77.0,20.0,0,8.05
6945992,Betsiamites,CA,48.94,-68.65,34.68,35.6,33.8,86.0,1,3.36
3163146,Andenes,NO,69.31,16.12,32.0,32.0,32.0,69.0,2,11.41
5924351,Clyde River,CA,70.47,-68.59,26.6,26.6,26.6,79.0,75,10.29
3395981,Maceió,BR,-9.67,-35.74,71.6,71.6,71.6,88.0,20,1.12
6690296,Saint-Joseph,RE,-21.37,55.62,69.04,70.0,68.0,60.0,8,3.36
286621,Salalah,OM,17.02,54.09,77.0,77.0,77.0,47.0,1,3.36
1182872,Bhag,PK,29.04,67.82,71.82,71.82,71.82,16.0,0,7.78
3416888,Grindavik,IS,63.84,-22.43,35.6,35.6,35.6,93.0,75,4.7
5911440,Burgeo,CA,47.62,-57.62,54.95,54.95,54.95,93.0,89,17.07
2222539,Poli,CM,8.48,13.25,72.57,72.57,72.57,59.0,6,3.0
1648186,Bontang,ID,0.13,117.5,84.78,84.78,84.78,67.0,100,5.3
1568574,Qui Nhon,VN,13.77,109.23,79.84,79.84,79.84,85.0,88,18.75
3407882,Altamira,BR,-3.2,-52.21,75.24,75.24,75.24,86.0,97,2.95
1636022,Martapura,ID,-3.42,114.85,87.8,87.8,87.8,62.0,20,2.24
1791388,Wenzhou,CN,28.0,120.67,69.04,69.04,69.04,62.0,100,5.91
157198,Kiomboi,TZ,-4.27,34.37,63.28,63.28,63.28,68.0,87,5.01
3662342,São Gabriel da Cachoeira,BR,-0.13,-67.09,78.04,78.04,78.04,75.0,44,0.36
2068655,Katherine,AU,-14.47,132.27,95.0,95.0,95.0,41.0,0,9.17
3355672,Lüderitz,NA,-26.65,15.16,62.06,62.06,62.06,47.0,0,15.23
104515,Makkah al Mukarramah,SA,21.43,39.83,76.12,76.12,76.12,18.0,0,6.71
4011743,Constitucion,MX,23.99,-104.67,64.53,64.53,64.53,36.0,0,5.55
3573197,Hamilton,BM,32.29,-64.78,75.51,77.0,73.99,69.0,40,18.34
719126,Kétegyháza,HU,46.53,21.18,41.0,41.0,41.0,86.0,71,6.93
2012956,Yerbogachën,RU,61.28,108.01,21.97,21.97,21.97,94.0,100,9.6
215668,Kabalo,CD,-6.05,26.92,69.6,69.6,69.6,94.0,100,2.21
3393692,Itarema,BR,-2.92,-39.92,79.03,79.03,79.03,77.0,0,16.42
6148373,Sioux Lookout,CA,50.1,-91.92,32.0,32.0,32.0,88.0,75,3.36
2220853,Yokadouma,CM,3.52,15.05,67.66,67.66,67.66,93.0,100,1.97
1242110,Kalmunai,LK,7.42,81.82,81.34,81.34,81.34,69.0,0,3.85
2064735,Nhulunbuy,AU,-12.23,136.77,89.6,89.6,89.6,59.0,40,13.87
3927942,Tambopata,PE,-12.73,-69.18,72.46,72.46,72.46,92.0,13,1.12
493201,Shuyskoye,RU,59.37,41.03,31.71,31.71,31.71,97.0,100,9.44
946058,Mthatha,ZA,-31.59,28.78,50.0,50.0,50.0,71.0,47,2.37
2396518,Port-Gentil,GA,-0.72,8.78,78.26,78.26,78.26,86.0,100,12.97
1855540,Naze,JP,28.37,129.48,80.6,80.6,80.6,74.0,75,16.11
3381428,Iracoubo,GF,5.48,-53.2,81.0,81.0,81.0,77.0,100,13.4
1538638,Lokomotivnyy,RU,53.01,60.57,35.47,35.47,35.47,84.0,0,7.43
1337606,Eydhafushi,MV,5.1,73.07,82.53,82.53,82.53,78.0,100,13.2
6144312,Sept-Îles,CA,50.2,-66.38,38.16,39.0,37.4,77.0,20,10.29
863061,Usinsk,RU,65.99,57.53,23.76,23.76,23.76,98.0,100,5.01
1526970,Abay,KZ,49.63,72.85,26.6,26.6,26.6,53.0,0,4.47
1633419,Padang,ID,-0.95,100.35,85.33,85.33,85.33,60.0,91,3.2
5859699,College,US,64.86,-147.8,21.6,23.0,19.99,79.0,90,1.01
3143244,Lofthus,NO,59.95,10.8,41.9,44.01,39.99,99.0,100,2.98
3407762,Amapá,BR,1.0,-52.0,76.69,76.69,76.69,77.0,8,5.59
1786855,Yatou,CN,37.15,122.38,66.06,66.06,66.06,66.0,98,18.7
2377457,Nouadhibou,MR,20.93,-17.03,75.2,75.2,75.2,64.0,0,16.11
2016680,Shirokiy,RU,49.76,129.52,48.24,48.24,48.24,71.0,100,19.8
3893629,Coquimbo,CL,-29.95,-71.34,53.6,53.6,53.6,93.0,0,3.36
2013279,Vostok,RU,46.49,135.88,52.7,52.7,52.7,44.0,100,5.82
2447416,Ayorou,NE,14.73,0.92,89.26,89.26,89.26,24.0,0,5.99
778362,Øksfjord,NO,70.24,22.35,25.09,26.6,24.8,92.0,75,6.93
1636426,Manggar,ID,-2.88,108.27,86.11,86.11,86.11,65.0,89,4.12
2177069,Ballina,AU,-28.87,153.57,76.86,80.01,73.4,56.0,0,12.75
5767918,Pierre,US,44.37,-100.35,39.4,41.0,37.4,74.0,1,12.75
3985168,San Patricio,MX,19.22,-104.7,84.2,84.2,84.2,83.0,75,9.17
1650232,Banjar,ID,-8.19,114.97,84.2,84.2,84.2,79.0,40,12.75
1738050,Marabu,MY,4.41,114.01,83.17,84.0,82.4,78.0,40,8.05
933692,Kang,BW,-23.68,22.79,72.05,72.05,72.05,21.0,55,8.05
2098329,Daru,PG,-9.08,143.21,83.64,83.64,83.64,71.0,100,10.33
1812256,Dongsheng,CN,39.82,109.98,36.39,36.39,36.39,61.0,0,9.33
3141667,Roald,NO,62.58,6.13,41.23,42.8,39.99,93.0,100,13.87
1164306,Surab,PK,28.49,66.26,48.72,48.72,48.72,35.0,0,9.1
1261853,Narasannapeta,IN,18.42,84.05,79.59,79.59,79.59,84.0,0,7.18
4021858,Guerrero Negro,MX,27.98,-114.06,70.18,70.18,70.18,84.0,0,15.17
5983607,Inuvik,CA,68.35,-133.72,23.0,23.0,23.0,92.0,90,8.05
3440777,Rocha,UY,-34.48,-54.33,54.72,54.72,54.72,66.0,100,11.77
1508260,Novobirilyussy,RU,56.95,90.67,35.71,35.71,35.71,91.0,100,5.77
3386177,Trairi,BR,-3.28,-39.27,78.91,78.91,78.91,78.0,9,12.68
1122464,Taywarah,AF,33.35,64.42,25.77,25.77,25.77,80.0,0,4.92
2063042,Port Hedland,AU,-20.32,118.57,86.0,86.0,86.0,58.0,56,17.22
2269142,Colares,PT,38.8,-9.45,61.0,61.0,61.0,98.0,0,15.17
1090225,Koungou,YT,-12.73,45.2,77.0,77.0,77.0,83.0,91,8.05
1106643,Quatre Cocos,MU,-20.21,57.76,74.25,75.0,73.4,83.0,40,10.29
3728474,Cap-Haïtien,HT,19.76,-72.2,81.66,81.66,81.66,74.0,86,8.32
4031637,Lavrentiya,RU,65.58,-171.0,38.32,38.32,38.32,95.0,97,7.14
2655288,Boddam,GB,57.47,-1.78,51.24,52.0,50.0,93.0,84,2.24
1270961,Gopālpur,IN,19.27,84.92,80.89,80.89,80.89,79.0,2,11.3
1516595,Zhetysay,KZ,40.73,68.3,53.64,53.64,53.64,37.0,0,2.55
4007812,Eldorado,MX,24.32,-107.36,85.98,87.8,84.99,52.0,20,5.82
1580240,Hue,VN,16.47,107.6,75.2,75.2,75.2,94.0,75,6.93
1631637,Pemangkat,ID,1.17,108.97,83.82,83.82,83.82,74.0,100,2.19
1035025,Nacala,MZ,-14.54,40.67,72.45,72.45,72.45,89.0,0,2.75
2435124,Bitkine,TD,11.98,18.21,78.04,78.04,78.04,26.0,0,3.69
2120591,Tilichiki,RU,60.47,166.1,40.46,40.46,40.46,87.0,100,16.55
2194098,Ahipara,NZ,-35.17,173.17,64.87,64.87,64.87,66.0,100,6.91
3404231,Caetés,BR,-8.77,-36.62,62.11,62.11,62.11,97.0,32,8.08
4693342,Georgetown,US,30.63,-97.68,78.08,79.0,77.0,61.0,1,6.93
2986626,Plouzané,FR,48.38,-4.62,59.0,59.0,59.0,93.0,90,6.93
5855051,‘Ewa Beach,US,21.32,-158.01,82.42,84.2,80.6,70.0,1,8.05
2522131,Alcázar de San Juan,ES,39.39,-3.21,57.99,57.99,57.99,84.0,100,3.0
1215502,Banda Aceh,ID,5.56,95.32,85.71,85.71,85.71,62.0,36,9.42
2467980,Goubellat,TN,36.54,9.66,66.2,66.2,66.2,72.0,20,8.05
1252795,Yanam,IN,16.73,82.22,80.6,80.6,80.6,88.0,75,4.7
6138276,Saint-Gédéon,CA,48.5,-71.77,31.66,33.01,30.2,92.0,5,5.82
1283217,Khanbari,NP,27.37,87.2,72.5,72.5,72.5,53.0,0,0.34
2126710,Beringovskiy,RU,63.05,179.32,41.52,41.52,41.52,85.0,55,11.65
1715015,Dicabisagan,PH,17.08,122.42,82.47,82.47,82.47,80.0,86,16.78
2144528,Warrnambool,AU,-38.38,142.48,61.0,61.0,61.0,71.0,15,7.52
3460370,Jacareí,BR,-23.31,-45.97,69.8,69.8,69.8,83.0,75,2.24
358620,Safaga,EG,26.73,33.94,77.0,77.0,77.0,44.0,0,5.82
2019935,Mnogovershinnyy,RU,53.94,139.92,37.13,37.13,37.13,74.0,99,8.93
3573374,The Valley,AI,18.22,-63.06,81.45,82.4,80.01,78.0,20,8.05
4026082,Lázaro Cárdenas,MX,17.96,-102.2,80.4,80.4,80.4,87.0,40,4.85
1797793,Qingquan,CN,30.45,115.26,60.46,60.46,60.46,73.0,98,5.48
6174335,Ville-Marie,CA,47.33,-79.43,30.2,30.2,30.2,86.0,90,2.24
2184512,Pleasant Point,NZ,-44.27,171.13,60.01,60.01,60.01,66.0,17,7.0
5582371,Steamboat Springs,US,40.48,-106.83,48.72,55.4,37.4,30.0,1,4.7
6620339,Karratha,AU,-20.74,116.85,87.21,87.21,87.21,28.0,71,11.7
1631905,Payakumbuh,ID,-0.22,100.63,83.59,83.59,83.59,60.0,50,1.1
4003938,Jiménez,MX,28.33,-105.4,75.2,75.2,75.2,19.0,5,5.28
3141310,Rørvik,NO,64.86,11.24,39.2,39.2,39.2,73.0,99,22.44
5202215,Mount Lebanon,US,40.36,-80.05,57.6,57.99,57.0,99.0,96,3.31
3118304,Llanes,ES,43.42,-4.75,63.12,63.12,63.12,76.0,100,4.03
2013375,Vitim,RU,59.45,112.56,26.92,26.92,26.92,95.0,100,9.57
3464724,Diamantino,BR,-14.41,-56.45,73.72,73.72,73.72,87.0,100,7.11
1264976,Leh,IN,34.17,77.58,38.23,38.23,38.23,47.0,0,1.52
3514916,Unión Hidalgo,MX,16.47,-94.83,79.65,79.65,79.65,72.0,12,15.1
2122493,Omsukchan,RU,62.53,155.8,17.91,17.91,17.91,91.0,68,1.97
1630789,Pontianak,ID,-0.03,109.33,89.24,89.24,89.24,61.0,93,1.48
3451399,Ribas do Rio Pardo,BR,-20.44,-53.76,72.03,72.03,72.03,88.0,100,4.27
2324433,Abonnema,NG,4.71,6.79,75.42,75.42,75.42,92.0,100,1.9
3470137,Belmonte,BR,-15.86,-38.88,73.4,73.4,73.4,88.0,75,4.7
4219934,Roswell,US,34.02,-84.36,63.84,64.4,63.0,88.0,1,6.58
3567834,Baracoa,CU,20.35,-74.5,78.66,78.66,78.66,83.0,99,5.23
2488835,Médéa,DZ,36.26,2.75,75.2,75.2,75.2,25.0,40,12.75
552006,Kashary,RU,49.04,41.01,35.1,35.1,35.1,88.0,0,8.43
2206874,Waipawa,NZ,-41.41,175.52,61.86,63.0,60.01,67.0,45,21.92
1506938,Erzin,RU,50.26,95.16,31.14,31.14,31.14,85.0,0,4.43
2185148,Oxford,NZ,-43.3,172.18,61.86,62.6,61.0,55.0,3,10.29
3374462,Mindelo,CV,16.89,-24.98,80.6,80.6,80.6,83.0,75,19.46
3460966,Itaberaba,BR,-12.53,-40.31,70.11,70.11,70.11,81.0,20,5.55
1005781,Elliot,ZA,-31.33,27.85,45.34,45.34,45.34,89.0,89,3.56
2264557,Ponta do Sol,PT,32.67,-17.1,62.64,68.0,57.99,64.0,20,8.05
2822083,Titisee-Neustadt,DE,47.9,8.17,45.82,48.99,44.01,81.0,100,3.91
3533462,Acapulco de Juárez,MX,16.86,-99.89,84.2,84.2,84.2,83.0,75,5.82
3693584,Pimentel,PE,-6.84,-79.93,62.55,62.55,62.55,85.0,35,12.35
1274169,Chincholi,IN,17.47,77.43,73.87,73.87,73.87,84.0,99,3.74
1645875,Curup,ID,-3.47,102.53,81.55,81.55,81.55,62.0,38,0.56
1056899,Sambava,MG,-14.27,50.17,74.07,74.07,74.07,82.0,100,16.11
352733,Marsá Maţrūḩ,EG,31.35,27.25,69.8,69.8,69.8,83.0,63,4.76
361058,Alexandria,EG,31.22,29.96,73.4,73.4,73.4,83.0,0,4.7
3393922,Nísia Floresta,BR,-6.09,-35.21,73.4,73.4,73.4,88.0,40,3.36
2156825,Morwell,AU,-38.23,146.4,64.0,64.0,64.0,70.0,100,3.0
236901,Ouadda,CF,8.08,22.4,68.36,68.36,68.36,87.0,100,2.59
3571913,Marsh Harbour,BS,26.54,-77.06,81.54,81.54,81.54,74.0,100,23.82
4151316,Clearwater,US,27.97,-82.8,77.09,78.01,75.99,78.0,100,8.05
2023333,Kachug,RU,53.96,105.88,28.92,28.92,28.92,87.0,87,4.76
1307741,Myitkyina,MM,25.38,97.4,74.98,74.98,74.98,89.0,77,2.39
1293625,Dawei,MM,14.08,98.2,76.95,76.95,76.95,84.0,100,3.78
3516926,Pinotepa Nacional,MX,16.32,-98.02,76.14,76.14,76.14,91.0,100,1.61
2841693,Sangerhausen,DE,51.47,11.3,51.01,51.01,51.01,87.0,100,1.99
1337607,Kudahuvadhoo,MV,2.67,72.89,82.33,82.33,82.33,79.0,64,14.07
1004109,Fochville,ZA,-26.49,27.49,64.99,64.99,64.99,67.0,41,11.88
3438834,Concepción,PY,-23.41,-57.43,78.69,78.69,78.69,57.0,40,4.03
4470244,Havelock,US,34.88,-76.9,68.86,70.0,68.0,88.0,1,3.76
6779095,Nara,ML,15.17,-7.29,84.42,84.42,84.42,14.0,0,7.49
3838859,Río Gallegos,AR,-51.62,-69.22,44.6,44.6,44.6,52.0,90,27.51
3492997,Samaná,DO,19.21,-69.34,76.78,76.78,76.78,76.0,73,2.57
2017658,Preobrazheniye,RU,42.9,133.91,59.16,59.16,59.16,75.0,100,8.72
3472473,Alto Araguaia,BR,-17.31,-53.22,68.27,68.27,68.27,85.0,86,2.21
2077895,Alice Springs,AU,-23.7,133.88,95.0,95.0,95.0,24.0,40,18.34
1516048,Khovd,MN,48.01,91.64,33.3,33.3,33.3,76.0,0,2.06
3870243,Taltal,CL,-25.4,-70.48,58.73,58.73,58.73,68.0,6,3.4
260895,Karpathos,GR,35.51,27.21,66.2,66.2,66.2,77.0,0,8.05
3469294,Bonito,BR,-21.12,-56.48,71.76,71.76,71.76,89.0,82,3.02
4035249,Lufilufi,WS,-13.87,-171.6,82.4,82.4,82.4,88.0,75,5.82
157268,Kingori,TZ,-3.28,36.98,66.27,68.0,64.4,77.0,40,1.36
3698304,Chimbote,PE,-9.09,-78.58,62.4,62.4,62.4,85.0,10,5.28
123941,Mīnāb,IR,27.15,57.08,62.6,62.6,62.6,18.0,0,4.7
2121025,Srednekolymsk,RU,67.45,153.68,19.0,19.0,19.0,96.0,81,5.5
3514843,Vega de Alatorre,MX,20.03,-96.63,77.56,77.56,77.56,80.0,18,4.68
2088122,Port Moresby,PG,-9.44,147.18,84.02,84.02,84.02,70.0,100,8.57
3516376,Tamiahua,MX,21.27,-97.45,76.28,76.28,76.28,82.0,0,4.79
1572151,Nha Trang,VN,12.25,109.18,77.0,77.0,77.0,94.0,75,6.93
5563839,Fortuna,US,40.6,-124.16,57.16,57.99,55.4,82.0,1,11.41
204953,Tshikapa,CD,-6.42,20.8,71.29,71.29,71.29,93.0,100,4.29
481960,Tot'ma,RU,59.97,42.76,30.52,30.52,30.52,96.0,100,10.47
2120261,Uglegorsk,RU,49.08,142.03,53.96,53.96,53.96,62.0,55,14.85
2427336,Moussoro,TD,13.64,16.49,85.03,85.03,85.03,14.0,0,10.13
1270779,Guhāgar,IN,17.48,73.19,77.79,77.79,77.79,87.0,0,3.27
