base,visibility,dt,timezone,id,name,cod,rain,snow,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,speed,deg,gust,type,id.1,country,sunrise,sunset,0,1,2,3,all
stations,10000,1603247072,18000,609924,Emba,200,,,58.14,48.83,38.64,29.07,38.64,38.64,1016.0,76.0,1016.0,988.0,10.58,304.0,,,,KZ,1603247821,1603285604,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}",,,,19
stations,10000,1603246980,-10800,3874787,Punta Arenas,200,,,-70.92,-53.15,41.0,34.41,41.0,41.0,1020.0,75.0,,,5.82,10.0,,1.0,8487.0,CL,1603185882,1603236703,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,75
stations,10000,1603246911,-34200,4020109,Atuona,200,,,-139.03,-9.8,77.97,76.78,77.97,77.97,1010.0,75.0,1010.0,1007.0,15.12,88.0,,,,PF,1603205385,1603249890,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,79
stations,10000,1603246867,28800,1488616,Uk,200,,,98.86,55.08,35.13,27.36,35.13,35.13,1021.0,86.0,1021.0,960.0,7.29,276.0,,,,RU,1603238764,1603275117,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,100
stations,10000,1603247073,0,2460954,Araouane,200,,,-3.53,18.9,83.62,75.58,83.62,83.62,1010.0,19.0,1010.0,979.0,9.35,4.0,,,,ML,1603260601,1603302423,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247074,3600,876177,Luau,200,,,22.22,-10.71,65.73,66.24,65.73,65.73,1010.0,73.0,1010.0,889.0,2.93,336.0,,,,AO,1603253028,1603297637,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,4
stations,10000,1603246660,46800,4032243,Vaini,200,,,-175.2,-21.2,75.2,76.28,75.2,75.2,1016.0,69.0,,,6.93,100.0,,1.0,7285.0,TO,1603299849,1603345567,"{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}",,,,75
stations,10000,1603247074,25200,1490256,Talnakh,200,,,88.4,69.49,8.6,1.26,8.6,8.6,1008.0,84.0,,,2.24,90.0,,1.0,8951.0,RU,1603244522,1603274379,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,63
stations,321,1603247010,32400,2012530,Zhigansk,200,,{'1h': 0.12},123.37,66.77,18.03,12.38,18.03,18.03,1011.0,96.0,1011.0,1005.0,0.69,197.0,,,,RU,1603235182,1603266936,"{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}",,,,100
stations,10000,1603247007,14400,1106677,Bambous Virieux,200,,,57.76,-20.34,74.16,75.33,73.4,75.0,1019.0,83.0,,,10.29,110.0,,1.0,2061.0,MU,1603244013,1603289594,"{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}",,,,40
stations,10000,1603246993,0,3370903,Jamestown,200,,,-5.72,-15.94,60.78,51.42,60.78,60.78,1017.0,97.0,1017.0,970.0,22.39,114.0,,,,SH,1603259472,1603304603,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,73
stations,10000,1603247075,7200,1018725,Bloemfontein,200,,,26.21,-29.12,55.4,49.44,55.4,55.4,1022.0,58.0,,,6.93,180.0,,1.0,1884.0,ZA,1603251073,1603297677,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603246990,46800,2208248,Kaitangata,200,,,169.85,-46.28,56.82,52.52,56.82,56.82,1017.0,47.0,1017.0,1015.0,2.66,122.0,,,,NZ,1603215273,1603264537,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,57
stations,1599,1603246989,25200,2022572,Khatanga,200,,,102.5,71.97,6.48,-4.38,6.48,6.48,1011.0,95.0,1011.0,1008.0,8.52,224.0,,,,RU,1603242245,1603269890,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,83
stations,10000,1603246916,7200,3369157,Cape Town,200,,,18.42,-33.93,49.28,45.93,46.4,51.01,1022.0,81.0,,,3.36,180.0,,1.0,1899.0,ZA,1603252621,1603299867,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247076,12600,1159716,Sarakhs,200,,,61.16,36.54,48.2,41.77,48.2,48.2,1021.0,42.0,,,3.71,244.0,,1.0,7484.0,IR,1603246083,1603285893,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247076,3600,2324857,Pindiga,200,,,10.93,9.98,71.42,74.25,71.42,71.42,1010.0,77.0,1010.0,949.0,3.47,203.0,,,,NG,1603256699,1603299384,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247076,-18000,3691954,Sechura,200,,,-80.82,-5.56,65.95,61.09,65.95,65.95,1013.0,76.0,1013.0,1011.0,13.27,166.0,,,,PE,1603191615,1603235722,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,4
