base,visibility,dt,timezone,id,name,cod,rain,snow,lon,lat,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,speed,deg,gust,type,id.1,country,sunrise,sunset,0,1,2,3,all
stations,10000,1603247034,7200,777019,Vardø,200,,,31.11,70.37,38.26,32.41,38.26,38.26,1015.0,75.0,1015.0,1015.0,3.8,345.0,,,,NO,1603258676,1603287722,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,77
stations,796,1603246909,25200,1507390,Dikson,200,,,80.55,73.51,24.03,16.54,24.03,24.03,1011.0,97.0,1011.0,1005.0,5.01,84.0,,,,RU,1603248430,1603274239,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,94
stations,5000,1603246961,-36000,4035715,Avarua,200,,,-159.78,-21.21,75.2,79.02,75.2,75.2,1012.0,88.0,,,8.05,110.0,,1.0,7271.0,CK,1603209794,1603255440,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}","{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}",,,100
stations,10000,1603247077,7200,995573,Hoopstad,200,,,25.91,-27.83,57.99,53.47,57.99,57.99,1017.0,71.0,1017.0,878.0,7.52,132.0,,,,ZA,1603251225,1603297669,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,2
stations,10000,1603246891,-18000,5058868,Devils Lake,200,,,-98.87,48.11,32.0,21.88,32.0,32.0,1013.0,97.0,,,11.41,280.0,,1.0,3881.0,US,1603198980,1603237020,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,90
stations,10000,1603246980,-36000,5848280,Kapaa,200,,,-159.32,22.08,80.22,85.17,78.8,82.0,1013.0,83.0,,,9.17,70.0,,1.0,7873.0,US,1603211738,1603253275,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,90
stations,10000,1603247077,3600,2255542,Owando,200,,,15.9,-0.48,70.05,74.86,70.05,70.05,1010.0,96.0,1010.0,969.0,4.0,245.0,,,,CG,1603255024,1603298674,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,84
stations,10000,1603246999,36000,2065594,Mount Isa,200,,,139.5,-20.73,98.6,91.69,98.6,98.6,1011.0,13.0,,,8.05,50.0,,1.0,9495.0,AU,1603224385,1603269992,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247078,-3600,3374346,Ponta do Sol,200,,,-25.09,17.2,80.6,79.95,80.6,80.6,1015.0,83.0,,,19.46,70.0,,1.0,2467.0,CV,1603265692,1603307680,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,75
stations,10000,1603247078,3600,2389804,Baoro,200,,,15.97,5.67,67.84,70.92,67.84,67.84,1010.0,80.0,1010.0,926.0,1.32,313.0,,,,CF,1603255290,1603298375,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,6
stations,10000,1603247007,7200,1015776,Bredasdorp,200,,,20.04,-34.53,41.0,37.35,41.0,41.0,1022.0,93.0,,,2.24,30.0,,1.0,1966.0,ZA,1603252190,1603299521,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247078,32400,1855476,Nichinan,200,,,131.37,31.6,73.4,67.98,73.4,73.4,1020.0,69.0,,,17.22,30.0,,1.0,8001.0,JP,1603228906,1603269372,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,75
stations,10000,1603246911,-28800,5870133,Nome,200,,,-165.41,64.5,39.47,31.64,37.99,41.0,1036.0,80.0,,,8.05,210.0,,1.0,7770.0,US,1603217440,1603250496,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,40
stations,10000,1603247079,14400,934479,Grand Gaube,200,,,57.66,-20.01,75.0,76.32,75.0,75.0,1019.0,71.0,,,7.0,129.0,14.0,3.0,2002134.0,MU,1603244055,1603289600,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603246986,43200,2122090,Pevek,200,,,170.31,69.7,31.03,17.92,31.03,31.03,1016.0,95.0,1016.0,1011.0,16.37,155.0,,,,RU,1603224887,1603254702,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,84
stations,10000,1603247079,28800,1735450,Lumut,200,,,100.63,4.23,81.28,92.48,80.6,82.0,1011.0,94.0,,,3.36,0.0,,1.0,9426.0,MY,1603234906,1603278126,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,40
stations,10000,1603247079,-14400,6145890,Shelburne,200,,,-80.2,44.08,41.02,34.68,39.99,42.01,1024.0,80.0,,,5.82,120.0,,1.0,762.0,CA,1603194134,1603232905,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}",,,,20
stations,10000,1603247080,-36000,4034438,Haapiti,200,,,-149.87,-17.57,84.09,85.62,84.0,84.2,1012.0,70.0,,,13.87,50.0,,1.0,7318.0,PF,1603207606,1603252871,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}",,,,20
stations,10000,1603247013,7200,964432,Port Alfred,200,,,26.89,-33.59,55.51,50.68,55.51,55.51,1025.0,76.0,1025.0,1022.0,7.81,328.0,,,,ZA,1603250614,1603297809,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603246960,-14400,5282297,Bethel,200,,,-73.41,41.37,58.46,60.55,57.0,60.01,1023.0,97.0,,,0.58,219.0,,3.0,2004826.0,US,1603192288,1603231493,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,54
stations,10000,1603246999,-10800,3471451,Arraial do Cabo,200,,,-42.03,-22.97,72.46,67.3,72.46,72.46,1017.0,85.0,1017.0,1016.0,20.71,54.0,,,,BR,1603181453,1603227267,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603246796,-28800,5866583,Saint Paul Harbor,200,,,-152.41,57.79,46.4,36.27,46.4,46.4,1031.0,45.0,,,10.29,310.0,,1.0,7668.0,US,1603213020,1603248676,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,1
stations,10000,1603246993,28800,2074865,Carnarvon,200,,,113.63,-24.87,73.4,64.56,73.4,73.4,1014.0,56.0,,,19.46,180.0,,1.0,9505.0,AU,1603230361,1603276432,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,40
stations,10000,1603247081,25200,1607838,Phanat Nikhom,200,,,101.18,13.45,84.45,96.75,84.0,84.99,1007.0,99.0,,,7.4,56.0,,3.0,2034232.0,TH,1603235200,1603277568,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,39
stations,10000,1603247081,46800,2192362,Christchurch,200,,,172.63,-43.53,61.66,54.79,59.0,64.0,1016.0,55.0,,,10.29,80.0,,1.0,7348.0,NZ,1603214875,1603263601,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,8
stations,10000,1603246910,39600,2155415,New Norfolk,200,,,147.06,-42.78,62.11,59.88,57.0,66.99,1013.0,54.0,,,1.99,360.0,5.01,3.0,2031307.0,AU,1603221073,1603269674,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,96
stations,10000,1603247081,39600,2141305,Fayaoué,200,,,166.53,-20.65,76.69,79.25,76.69,76.69,1012.0,70.0,1012.0,1012.0,5.77,78.0,,,,NC,1603217905,1603263498,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247082,3600,2618795,Klaksvík,200,,,-6.59,62.23,39.2,32.2,39.2,39.2,1007.0,72.0,,,5.82,10.0,,1.0,1596.0,FO,1603265311,1603299181,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}",,,,39
stations,10000,1603246987,-10800,3896218,Castro,200,,,-73.77,-42.47,43.03,34.86,41.0,45.0,1021.0,75.0,,,9.17,180.0,,1.0,8512.0,CL,1603187736,1603236217,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603246983,32400,2015306,Tiksi,200,,,128.87,71.69,8.44,-2.49,8.44,8.44,1008.0,92.0,1008.0,1004.0,8.77,231.0,,,,RU,1603235750,1603263728,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,89
stations,10000,1603247082,-39600,4036284,Alofi,200,,,-169.92,-19.06,77.0,73.47,77.0,77.0,1013.0,78.0,,,19.46,120.0,,1.0,7306.0,NU,1603212340,1603257761,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,90
stations,10000,1603246812,-25200,5354943,Half Moon Bay,200,,,-122.43,37.46,62.02,61.5,53.6,73.4,1011.0,87.0,,,5.53,323.0,,1.0,4322.0,US,1603203779,1603243529,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,1
stations,10000,1603246911,28800,2075265,Busselton,200,,,115.33,-33.65,65.98,60.15,62.01,70.0,1008.0,38.0,,,6.29,126.0,,3.0,2011706.0,AU,1603229401,1603276575,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247083,28800,2034228,Wangkui,200,,,126.5,46.83,55.38,39.2,55.38,55.38,1006.0,40.0,1006.0,984.0,22.26,213.0,,,,CN,1603231203,1603269412,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,100
stations,10000,1603247083,3600,2399371,Makokou,200,,,12.86,0.57,68.16,72.95,68.16,68.16,1011.0,97.0,1011.0,957.0,2.71,254.0,,,,GA,1603255802,1603299355,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,93
stations,5572,1603247083,39600,2109701,Auki,200,{'1h': 2.15},,160.7,-8.77,84.72,94.19,84.72,84.72,1008.0,73.0,1008.0,1005.0,1.66,327.0,,,,SB,1603219895,1603264307,"{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}",,,,65
stations,10000,1603247083,32400,2019118,Nizhniy Tsasuchey,200,,,115.13,50.52,30.65,14.45,30.65,30.65,1015.0,76.0,1015.0,941.0,20.62,327.0,,,,RU,1603234305,1603271767,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,679,1603246962,32400,2017155,Saskylakh,200,,,114.08,71.92,19.78,9.9,19.78,19.78,1007.0,97.0,1007.0,1006.0,8.52,285.0,,,,RU,1603239429,1603267147,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,91
stations,10000,1603247019,36000,2092164,Lorengau,200,{'1h': 0.28},,147.27,-2.02,84.51,91.06,84.51,84.51,1008.0,68.0,1008.0,1008.0,4.5,40.0,,,,PG,1603223429,1603267218,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}",,,,94
stations,5742,1603247023,-7200,3421765,Nanortalik,200,,,-45.24,60.14,35.64,23.83,35.64,35.64,1014.0,93.0,1014.0,1013.0,15.12,305.0,,,,GL,1603274195,1603308847,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,100
stations,10000,1603246912,3600,2960970,Westport,200,,,-9.52,53.8,53.01,50.38,53.01,53.01,991.0,90.0,,,4.9,297.0,,3.0,2001337.0,IE,1603264643,1603301255,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}",,,,34
stations,10000,1603247085,3600,2610343,Vestmanna,200,,,-7.17,62.16,39.2,32.43,39.2,39.2,1007.0,77.0,,,5.82,10.0,,1.0,1596.0,FO,1603265436,1603299335,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,5
stations,10000,1603247085,-25200,6149996,Smithers,200,,,-127.17,54.78,33.8,27.23,33.8,33.8,1017.0,100.0,,,5.82,360.0,,1.0,990.0,CA,1603206527,1603243056,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,75
stations,4307,1603247085,-7200,3419842,Sisimiut,200,,,-53.67,66.94,33.17,14.13,33.17,33.17,1007.0,90.0,1007.0,1007.0,27.11,185.0,,,,GL,1603277830,1603309258,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,100
stations,10000,1603247085,36000,2015852,Svetlaya,200,,,138.33,46.54,53.82,44.74,53.82,53.82,1021.0,58.0,1021.0,1021.0,11.97,208.0,,,,RU,1603228334,1603266604,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,100
stations,2500,1603247085,18000,1356491,Ahmadpur Sial,200,,,71.75,30.68,64.4,63.97,64.4,64.4,1008.0,77.0,,,4.7,360.0,,1.0,7586.0,PK,1603243167,1603283726,"{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}",,,,0
stations,8000,1603246878,28800,2036892,Hohhot,200,,,111.65,40.81,35.6,27.43,35.6,35.6,1024.0,37.0,,,4.47,200.0,,1.0,9612.0,CN,1603234264,1603273479,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,1
stations,10000,1603246994,18000,1282256,Hithadhoo,200,{'1h': 0.11},,73.08,-0.6,82.04,84.81,82.04,82.04,1011.0,80.0,1011.0,1011.0,13.71,232.0,,,,MV,1603241297,1603284958,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}",,,,65
stations,10000,1603247086,32400,1863997,Fukuechō,200,,,128.84,32.69,75.2,72.18,75.2,75.2,1019.0,60.0,,,11.41,150.0,,1.0,7986.0,JP,1603229580,1603269913,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,75
stations,10000,1603247086,-10800,3459094,Laguna,200,,,-48.78,-28.48,66.96,69.66,66.96,66.96,1019.0,95.0,1019.0,1014.0,4.97,333.0,,,,BR,1603182756,1603229203,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,10
stations,10000,1603247086,32400,1850878,Taketa,200,,,131.38,32.97,69.01,64.78,69.01,69.01,1019.0,64.0,,,11.01,225.0,21.99,3.0,37816.0,JP,1603228987,1603269286,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,64
stations,10000,1603247087,-10800,3860443,Comodoro Rivadavia,200,,,-67.5,-45.87,46.4,40.37,46.4,46.4,1028.0,70.0,,,5.82,50.0,,1.0,8284.0,AR,1603185914,1603235030,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,95
stations,10000,1603247022,0,2411397,Georgetown,200,,,-14.42,-7.93,75.6,73.26,75.6,75.6,1012.0,82.0,1012.0,1012.0,17.43,120.0,,,,SH,1603261952,1603306298,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,82
stations,10000,1603247087,25200,1213855,Sibolga,200,,,98.78,1.74,85.12,92.7,85.12,85.12,1012.0,64.0,1012.0,1011.0,1.52,245.0,,,,ID,1603235236,1603278683,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,47
stations,10000,1603246988,14400,934322,Mahébourg,200,,,57.7,-20.41,73.4,74.21,73.4,73.4,1019.0,83.0,,,10.29,110.0,,1.0,2061.0,MU,1603244024,1603289612,"{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}",,,,40
stations,10000,1603247087,-14400,3572627,Cockburn Town,200,{'1h': 0.25},,-74.52,24.03,81.88,78.53,81.88,81.88,1013.0,78.0,1013.0,1012.0,23.62,93.0,,,,BS,1603191480,1603232834,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}",,,,100
stations,10000,1603247008,-25200,5367788,Lompoc,200,,,-120.46,34.64,58.01,54.27,55.4,60.8,1011.0,82.0,,,8.05,290.0,,1.0,4747.0,US,1603203119,1603243243,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,90
stations,10000,1603246991,-10800,3831208,Qaanaaq,200,,,-69.36,77.48,20.41,11.57,20.41,20.41,1005.0,82.0,1005.0,1005.0,6.17,63.0,,,,GL,1603201452,1603220385,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}",,,,37
stations,10000,1603247088,-25200,5955902,Fort Nelson,200,,,-122.7,58.81,17.6,9.18,17.6,17.6,1022.0,72.0,,,4.7,290.0,,1.0,986.0,CA,1603206040,1603241397,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}",,,,20
stations,10000,1603247088,3600,2445704,Diffa,200,,,12.61,13.32,81.57,73.62,81.57,81.57,1009.0,20.0,1009.0,975.0,9.08,33.0,,,,NE,1603256454,1603298823,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247088,18000,162158,Baharly,200,,,57.43,38.44,57.18,52.23,57.18,57.18,1022.0,38.0,1022.0,1003.0,2.39,291.0,,,,TM,1603247111,1603286654,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,2816,1603246997,-28800,5880054,Barrow,200,,,-156.79,71.29,28.4,16.72,28.4,28.4,1029.0,86.0,,,12.75,210.0,,1.0,7649.0,US,1603217652,1603246147,"{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}","{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}",,,90
stations,10000,1603246989,-10800,3430863,Mar del Plata,200,,,-57.56,-38.0,47.05,42.24,42.8,52.0,1031.0,87.0,,,5.82,103.0,,1.0,8305.0,AR,1603184217,1603231957,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247089,36000,2123979,Kuril'sk,200,,,147.88,45.23,48.29,40.53,48.29,48.29,1029.0,55.0,1029.0,1022.0,7.65,254.0,,,,RU,1603225922,1603264432,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,5
stations,10000,1603247089,39600,2138522,Poya,200,,,165.15,-21.35,78.03,80.08,78.03,78.03,1013.0,60.0,1013.0,1011.0,4.25,206.0,,,,NC,1603218198,1603263867,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,62
stations,10000,1603247089,7200,2219235,Ubari,200,,,12.78,26.59,66.76,61.66,66.76,66.76,1018.0,56.0,1018.0,965.0,9.46,69.0,,,,LY,1603257090,1603298105,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}",,,,27
stations,10000,1603246982,-21600,6185377,Yellowknife,200,,,-114.35,62.46,21.07,10.53,21.0,21.2,1018.0,79.0,,,9.17,330.0,,1.0,1007.0,CA,1603204703,1603238727,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}",,,,20
stations,10000,1603246982,-10800,3466165,Cidreira,200,,,-50.21,-30.18,68.88,70.81,68.88,68.88,1019.0,93.0,1019.0,1018.0,7.36,110.0,,,,BR,1603182995,1603229651,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,97
stations,10000,1603247090,19800,1223738,Weligama,200,{'1h': 0.42},,80.42,5.97,80.58,84.24,80.58,80.58,1010.0,82.0,1010.0,1009.0,11.45,272.0,,,,LK,1603239836,1603282896,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}",,,,9
stations,10000,1603247090,-36000,5847411,Kahului,200,,,-156.47,20.89,83.66,79.36,79.0,89.6,1012.0,40.0,,,11.41,40.0,,1.0,7879.0,US,1603210993,1603252652,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}",,,,20
stations,10000,1603246988,-14400,4791259,Virginia Beach,200,,,-75.98,36.85,66.7,69.66,64.99,68.0,1024.0,99.0,,,5.26,143.0,,3.0,2032858.0,US,1603192582,1603232432,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,100
stations,10000,1603247090,12600,1159384,Tāybād,200,,,60.78,34.74,53.53,42.69,53.53,53.53,1022.0,33.0,1022.0,928.0,11.32,347.0,,,,IR,1603246054,1603286104,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247090,-10800,3832899,Viedma,200,,,-63.0,-40.81,48.58,40.55,48.58,48.58,1029.0,68.0,1029.0,1028.0,9.82,74.0,,,,AR,1603185297,1603233488,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,74
stations,10000,1603247090,3600,2510573,Teguise,200,,,-13.56,29.06,73.4,77.72,73.4,73.4,1014.0,73.0,,,1.12,0.0,,1.0,2379.0,ES,1603263555,1603304282,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,99
stations,10000,1603246986,-10800,3883457,Lebu,200,,,-73.65,-37.62,49.06,37.49,49.06,49.06,1019.0,78.0,1019.0,1009.0,17.52,185.0,,,,CL,1603188104,1603235792,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247000,7200,1006984,East London,200,,,27.91,-33.02,57.49,53.51,57.49,57.49,1025.0,66.0,1025.0,1020.0,5.5,313.0,,,,ZA,1603250409,1603297525,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,10000,1603247091,-10800,6696258,Campbellton,200,,,-66.67,48.01,38.88,32.02,38.88,38.88,1027.0,84.0,1027.0,1026.0,6.51,285.0,,,,CA,1603191235,1603229311,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,100
stations,10000,1603247021,-25200,5334423,Carpinteria,200,,,-119.52,34.4,63.0,61.79,63.0,63.0,1009.0,95.0,,,8.99,268.0,11.99,3.0,2036007.0,US,1603202878,1603243033,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,0
stations,4044,1603247091,25200,2013727,Vanavara,200,,,102.28,60.34,26.37,18.36,26.37,26.37,1015.0,96.0,1015.0,980.0,6.33,231.0,,,,RU,1603238764,1603273476,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}",,,,99
stations,10000,1603246993,-18000,6165406,Thompson,200,,,-97.86,55.74,24.8,18.63,24.8,24.8,1018.0,85.0,,,2.24,20.0,,1.0,935.0,CA,1603199611,1603235905,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,90
stations,10000,1603246997,0,3372707,Ribeira Grande,200,{'1h': 0.14},,-28.7,38.52,63.55,50.11,63.55,63.55,1020.0,68.0,1020.0,1018.0,25.43,3.0,,,,PT,1603267803,1603307301,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}",,,,78
stations,10000,1603246989,46800,2206939,Bluff,200,,,168.33,-46.6,57.0,48.69,57.0,57.0,1018.0,60.0,,,11.99,222.0,21.99,3.0,2008959.0,NZ,1603215604,1603264935,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}",,,,50
stations,10000,1603246991,-21600,6170031,Tuktoyaktuk,200,,,-133.04,69.45,23.0,8.4,23.0,23.0,1029.0,92.0,,,17.22,340.0,24.16,1.0,942.0,CA,1603211154,1603241246,"{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}",,,,90
stations,10000,1603247093,-25200,5713587,Bend,200,,,-121.32,44.06,49.53,44.44,46.0,51.01,1017.0,69.0,,,5.03,270.0,,3.0,2003522.0,US,1603204010,1603242765,"{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}",,,,48
stations,10000,1603247093,3600,2964782,Dingle,200,,,-10.27,52.14,53.29,51.42,53.29,53.29,992.0,92.0,992.0,989.0,3.96,238.0,,,,IE,1603264620,1603301638,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}",,,,74
stations,10000,1603247010,39600,2121385,Severo-Kuril'sk,200,,,156.12,50.68,42.6,22.8,42.6,42.6,1018.0,65.0,1018.0,1016.0,28.72,303.0,,,,RU,1603224474,1603261926,"{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}",,,,59
stations,10000,1603247094,43200,4031574,Provideniya,200,,,-173.3,64.38,44.6,38.79,44.6,44.6,1031.0,87.0,,,6.71,180.0,,1.0,8875.0,RU,1603305897,1603338608,"{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}",,,,90
stations,10000,1603247005,14400,935215,Saint-Philippe,200,,,55.77,-21.36,66.51,65.32,59.0,70.0,1018.0,60.0,,,3.36,40.0,,1.0,2127.0,RE,1603244436,1603290127,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}",,,,15
stations,10000,1603247094,-14400,6078372,Moose Factory,200,,,-80.61,51.26,32.0,25.52,32.0,32.0,1028.0,93.0,,,4.7,140.0,,1.0,860.0,CA,1603194917,1603232319,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}",,,,1
stations,2000,1603247095,10800,546105,Nikolskoye,200,{'1h': 0.24},{'1h': 0.237},30.79,59.7,30.18,24.13,28.4,32.0,1018.0,92.0,,,3.44,200.0,,1.0,8926.0,RU,1603255837,1603290715,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}","{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}","{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}","{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}",90
stations,10000,1603247095,19800,1259385,Port Blair,200,,,92.75,11.67,82.62,85.05,82.62,82.62,1009.0,81.0,1009.0,1009.0,15.32,207.0,,,,IN,1603237140,1603279674,"{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}",,,,23
stations,6437,1603247095,-21600,5882953,Aklavik,200,,,-135.01,68.22,23.0,13.57,23.0,23.0,1030.0,92.0,,,8.05,310.0,,1.0,796.0,CA,1603211188,1603242158,"{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}",,,,90
stations,10000,1603247095,28800,1280037,Shache,200,,,77.24,38.42,47.32,40.91,47.32,47.32,1020.0,43.0,1020.0,880.0,3.62,286.0,,,,CN,1603242352,1603281906,"{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}",,,,0
stations,10000,1603247095,25200,1214026,Sabang,200,{'1h': 0.12},,95.32,5.89,83.41,85.01,83.41,83.41,1011.0,73.0,1011.0,1009.0,14.34,216.0,,,,ID,1603236256,1603279324,"{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}",,,,30
stations,10000,1603247096,-10800,3386213,Touros,200,,,-35.46,-5.2,73.4,78.96,73.4,73.4,1015.0,88.0,,,3.36,210.0,,1.0,8452.0,BR,1603180747,1603224820,"{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}",,,,40
