coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': -56.15, 'lat': 72.79}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 32.74, 'feels_like': 27.36, 'temp_min': 32.74, 'temp_max': 32.74, 'pressure': 1002, 'humidity': 92, 'sea_level': 1002, 'grnd_level': 1002}",10000,"{'speed': 2.86, 'deg': 249}",{'all': 100},1603247099,"{'country': 'GL', 'sunrise': 1603280921, 'sunset': 1603307357}",-7200,3418910,Upernavik,200,,
"{'lon': -6.39, 'lat': 58.21}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 49.17, 'feels_like': 31.86, 'temp_min': 48, 'temp_max': 50, 'pressure': 994, 'humidity': 87}",8000,"{'speed': 28.86, 'deg': 40}",{'all': 100},1603247099,"{'type': 1, 'id': 1450, 'country': 'GB', 'sunrise': 1603264523, 'sunset': 1603299873}",3600,2636790,Stornoway,200,{'1h': 1},
"{'lon': 84.6, 'lat': 18.93}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 82.2, 'feels_like': 85.78, 'temp_min': 82.2, 'temp_max': 82.2, 'pressure': 1006, 'humidity': 76, 'sea_level': 1006, 'grnd_level': 1006}",10000,"{'speed': 10.85, 'deg': 358}",{'all': 6},1603247099,"{'country': 'IN', 'sunrise': 1603239446, 'sunset': 1603281280}",19800,1255816,Sompeta,200,{'1h': 1.776},
"{'lon': -34.86, 'lat': -8.01}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 78.8, 'feels_like': 79.95, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1015, 'humidity': 78}",10000,"{'speed': 12.75, 'deg': 150}",{'all': 40},1603247099,"{'type': 1, 'id': 8426, 'country': 'BR', 'sunrise': 1603180475, 'sunset': 1603224804}",-10800,3393536,Olinda,200,,
"{'lon': 11.21, 'lat': 10.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 74.79, 'feels_like': 75.6, 'temp_min': 74.79, 'temp_max': 74.79, 'pressure': 1010, 'humidity': 66, 'sea_level': 1010, 'grnd_level': 961}",10000,"{'speed': 6.22, 'deg': 225}",{'all': 0},1603247100,"{'country': 'NG', 'sunrise': 1603256635, 'sunset': 1603299314}",3600,2333451,Kumo,200,,
"{'lon': -59.43, 'lat': -34.65}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 52.34, 'feels_like': 45.1, 'temp_min': 52, 'temp_max': 53.01, 'pressure': 1025, 'humidity': 35}",10000,"{'speed': 5.01, 'deg': 135, 'gust': 11.01}",{'all': 28},1603246980,"{'type': 3, 'id': 2019320, 'country': 'AR', 'sunrise': 1603184910, 'sunset': 1603232161}",-10800,3430708,Mercedes,200,,
"{'lon': 112.4, 'lat': 66.42}","[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 3.2, 'feels_like': -4.31, 'temp_min': 3.2, 'temp_max': 3.2, 'pressure': 1006, 'humidity': 91}",2100,"{'speed': 2.24, 'deg': 0}",{'all': 90},1603247047,"{'type': 1, 'id': 8846, 'country': 'RU', 'sunrise': 1603237719, 'sunset': 1603269664}",32400,2014624,Udachny,200,,
"{'lon': -65.71, 'lat': 66.15}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 24.57, 'feels_like': 17.89, 'temp_min': 24.57, 'temp_max': 24.57, 'pressure': 1010, 'humidity': 94, 'sea_level': 1010, 'grnd_level': 1010}",194,"{'speed': 3.53, 'deg': 223}",{'all': 100},1603247017,"{'country': 'CA', 'sunrise': 1603193884, 'sunset': 1603226202}",-14400,6096551,Pangnirtung,200,,{'1h': 0.27}
"{'lon': 31.82, 'lat': 18.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 76.66, 'feels_like': 65.98, 'temp_min': 76.66, 'temp_max': 76.66, 'pressure': 1010, 'humidity': 18, 'sea_level': 1010, 'grnd_level': 980}",10000,"{'speed': 12.08, 'deg': 54}",{'all': 1},1603247101,"{'country': 'SD', 'sunrise': 1603252094, 'sunset': 1603293963}",7200,370481,Merowe,200,,
"{'lon': -179.17, 'lat': 66.32}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 33.91, 'feels_like': 27.45, 'temp_min': 33.91, 'temp_max': 33.91, 'pressure': 1025, 'humidity': 100, 'sea_level': 1025, 'grnd_level': 981}",198,"{'speed': 5.64, 'deg': 158}",{'all': 98},1603247101,"{'country': 'RU', 'sunrise': 1603307837, 'sunset': 1603339485}",43200,4031742,Egvekinot,200,,
"{'lon': -97.07, 'lat': 15.85}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 78.8, 'feels_like': 83.05, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1009, 'humidity': 74}",10000,"{'speed': 5.82, 'deg': 50}",{'all': 75},1603247102,"{'type': 1, 'id': 7157, 'country': 'MX', 'sunrise': 1603196488, 'sunset': 1603238648}",-18000,3520994,Puerto Escondido,200,,
"{'lon': -94.65, 'lat': 16.23}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 82.27, 'feels_like': 78.6, 'temp_min': 82.27, 'temp_max': 82.27, 'pressure': 1010, 'humidity': 70, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 21.45, 'deg': 345}",{'all': 11},1603247102,"{'country': 'MX', 'sunrise': 1603195925, 'sunset': 1603238050}",-18000,3519274,San Francisco del Mar Viejo,200,,
"{'lon': -109.91, 'lat': 22.89}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 81.34, 'feels_like': 84.9, 'temp_min': 78.8, 'temp_max': 84, 'pressure': 1009, 'humidity': 83}",10000,"{'speed': 12.75, 'deg': 250}",{'all': 5},1603247095,"{'type': 1, 'id': 7151, 'country': 'MX', 'sunrise': 1603199918, 'sunset': 1603241381}",-21600,3985710,Cabo San Lucas,200,,
"{'lon': 114.6, 'lat': -28.77}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 69.8, 'feels_like': 61.74, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1014, 'humidity': 60}",10000,"{'speed': 17.22, 'deg': 210}",{'all': 75},1603247103,"{'type': 1, 'id': 9522, 'country': 'AU', 'sunrise': 1603229896, 'sunset': 1603276432}",28800,2070998,Geraldton,200,,
"{'lon': 6.26, 'lat': 4.92}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 75.85, 'feels_like': 83.46, 'temp_min': 75.85, 'temp_max': 75.85, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 1010}",5698,"{'speed': 3.83, 'deg': 278}",{'all': 94},1603247103,"{'country': 'NG', 'sunrise': 1603257586, 'sunset': 1603300739}",3600,2318123,Yenagoa,200,{'1h': 2.29},
"{'lon': -5.16, 'lat': 57.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 50, 'feels_like': 40.95, 'temp_min': 50, 'temp_max': 50, 'pressure': 991, 'humidity': 52}",10000,"{'speed': 10, 'deg': 45, 'gust': 18.99}",{'all': 98},1603247103,"{'type': 3, 'id': 2010322, 'country': 'GB', 'sunrise': 1603264178, 'sunset': 1603299628}",3600,2635199,Ullapool,200,{'1h': 0.87},
"{'lon': 15.99, 'lat': 59.51}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 45.55, 'feels_like': 41.43, 'temp_min': 44.6, 'temp_max': 46, 'pressure': 1004, 'humidity': 93}",6000,"{'speed': 4.7, 'deg': 130}",{'all': 100},1603247104,"{'type': 1, 'id': 1780, 'country': 'SE', 'sunrise': 1603259362, 'sunset': 1603294293}",7200,2699791,Köping,200,,
"{'lon': 178, 'lat': -38.65}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 70, 'feels_like': 71.35, 'temp_min': 70, 'temp_max': 70, 'pressure': 1006, 'humidity': 69}",10000,"{'speed': 3, 'deg': 142, 'gust': 11.01}",{'all': 100},1603247104,"{'type': 3, 'id': 2011018, 'country': 'NZ', 'sunrise': 1603214004, 'sunset': 1603261894}",46800,2206854,Gisborne,200,{'1h': 1.16},
"{'lon': 135.87, 'lat': -34.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 61.92, 'feels_like': 57.04, 'temp_min': 61.92, 'temp_max': 61.92, 'pressure': 1015, 'humidity': 70, 'sea_level': 1015, 'grnd_level': 1012}",10000,"{'speed': 9.82, 'deg': 102}",{'all': 93},1603247104,"{'country': 'AU', 'sunrise': 1603224400, 'sunset': 1603271719}",37800,2063036,Port Lincoln,200,,
"{'lon': -40.5, 'lat': -20.67}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 69.8, 'feels_like': 73.17, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1018, 'humidity': 94}",10000,"{'speed': 5.82, 'deg': 20}",{'all': 75},1603246841,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1603181210, 'sunset': 1603226776}",-10800,3461888,Guarapari,200,,
"{'lon': -102.23, 'lat': 17.98}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 79.92, 'feels_like': 88.32, 'temp_min': 79.92, 'temp_max': 79.92, 'pressure': 1008, 'humidity': 88, 'sea_level': 1008, 'grnd_level': 1005}",10000,"{'speed': 4.56, 'deg': 291}",{'all': 49},1603247105,"{'country': 'MX', 'sunrise': 1603197829, 'sunset': 1603239784}",-18000,4001056,La Orilla,200,,
"{'lon': 65.61, 'lat': 57.21}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 35.6, 'feels_like': 29.89, 'temp_min': 35.6, 'temp_max': 35.6, 'pressure': 1006, 'humidity': 96}",10000,"{'speed': 4.47, 'deg': 260}",{'all': 75},1603247105,"{'type': 1, 'id': 8988, 'country': 'RU', 'sunrise': 1603247060, 'sunset': 1603282780}",18000,1499042,Melioratorov,200,,
"{'lon': -89.32, 'lat': 13.49}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 74.23, 'feels_like': 81.21, 'temp_min': 70, 'temp_max': 78.8, 'pressure': 1008, 'humidity': 94}",10000,"{'speed': 3.36, 'deg': 20}",{'all': 40},1603247105,"{'type': 1, 'id': 7222, 'country': 'SV', 'sunrise': 1603194517, 'sunset': 1603236900}",-21600,3585157,La Libertad,200,,
"{'lon': 7.39, 'lat': 18.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 84.99, 'feels_like': 77.32, 'temp_min': 84.99, 'temp_max': 84.99, 'pressure': 1011, 'humidity': 13, 'sea_level': 1011, 'grnd_level': 964}",10000,"{'speed': 6.44, 'deg': 157}",{'all': 0},1603247106,"{'country': 'NE', 'sunrise': 1603257971, 'sunset': 1603299811}",3600,2447513,Arlit,200,,
"{'lon': 36.58, 'lat': 28.38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 64.4, 'feels_like': 57.51, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1018, 'humidity': 18}",10000,"{'speed': 3.36, 'deg': 170}",{'all': 0},1603247106,"{'type': 1, 'id': 7433, 'country': 'SA', 'sunrise': 1603251477, 'sunset': 1603292296}",10800,101628,Tabuk,200,,
"{'lon': -149.15, 'lat': -17.73}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 84.11, 'feels_like': 85.66, 'temp_min': 84, 'temp_max': 84.2, 'pressure': 1012, 'humidity': 70}",10000,"{'speed': 13.87, 'deg': 50}",{'all': 20},1603247106,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1603207426, 'sunset': 1603252706}",-36000,4033557,Tautira,200,,
"{'lon': 150.18, 'lat': -35.72}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 69.96, 'feels_like': 66.25, 'temp_min': 66, 'temp_max': 73.99, 'pressure': 940, 'humidity': 54}",10000,"{'speed': 8.01, 'deg': 0, 'gust': 15.01}",{'all': 100},1603247107,"{'type': 3, 'id': 2033442, 'country': 'AU', 'sunrise': 1603220897, 'sunset': 1603268353}",39600,2176639,Batemans Bay,200,,
"{'lon': -53.46, 'lat': -33.7}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 57.96, 'feels_like': 50.49, 'temp_min': 57.96, 'temp_max': 57.96, 'pressure': 1025, 'humidity': 74, 'sea_level': 1025, 'grnd_level': 1024}",10000,"{'speed': 13.27, 'deg': 124}",{'all': 100},1603247107,"{'country': 'UY', 'sunrise': 1603183544, 'sunset': 1603230662}",-10800,3443061,Chui,200,,
"{'lon': -58.74, 'lat': -38.55}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 42.01, 'feels_like': 35.47, 'temp_min': 42.01, 'temp_max': 42.01, 'pressure': 1031, 'humidity': 92}",10000,"{'speed': 7.61, 'deg': 65}",{'all': 0},1603247107,"{'type': 3, 'id': 2019717, 'country': 'AR', 'sunrise': 1603184458, 'sunset': 1603232283}",-10800,3430443,Necochea,200,,
"{'lon': 14.16, 'lat': 57.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 45.81, 'feels_like': 39.85, 'temp_min': 45, 'temp_max': 46.4, 'pressure': 1003, 'humidity': 93}",10000,"{'speed': 8.05, 'deg': 200}",{'all': 100},1603247009,"{'type': 1, 'id': 1749, 'country': 'SE', 'sunrise': 1603259515, 'sunset': 1603295018}",7200,2702979,Jönköping,200,,
"{'lon': 25.57, 'lat': -33.92}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 50, 'feels_like': 47.88, 'temp_min': 50, 'temp_max': 50, 'pressure': 1024, 'humidity': 87}",10000,"{'speed': 2.24, 'deg': 270}",{'all': 7},1603247107,"{'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1603250907, 'sunset': 1603298149}",7200,964420,Port Elizabeth,200,,
"{'lon': -92.94, 'lat': 47.43}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 29.16, 'feels_like': 22.28, 'temp_min': 28.4, 'temp_max': 30.2, 'pressure': 1016, 'humidity': 92}",1207,"{'speed': 4.7, 'deg': 110}",{'all': 90},1603247108,"{'type': 1, 'id': 4368, 'country': 'US', 'sunrise': 1603197491, 'sunset': 1603235663}",-18000,5030005,Hibbing,200,,{'1h': 0.27}
"{'lon': 150.8, 'lat': -2.57}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 81.91, 'feels_like': 87.51, 'temp_min': 81.91, 'temp_max': 81.91, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 1007}",5023,"{'speed': 7.4, 'deg': 327}",{'all': 98},1603247108,"{'country': 'PG', 'sunrise': 1603222557, 'sunset': 1603266396}",36000,2094342,Kavieng,200,{'1h': 2.51},
"{'lon': -27.98, 'lat': 39.05}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 62.98, 'feels_like': 49.26, 'temp_min': 62.98, 'temp_max': 62.98, 'pressure': 1019, 'humidity': 68, 'sea_level': 1019, 'grnd_level': 1014}",10000,"{'speed': 25.61, 'deg': 354}",{'all': 28},1603247108,"{'country': 'PT', 'sunrise': 1603267669, 'sunset': 1603307090}",0,3372964,Lagoa,200,,
"{'lon': -20.27, 'lat': 63.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 37.99, 'feels_like': 30.31, 'temp_min': 37.99, 'temp_max': 37.99, 'pressure': 1014, 'humidity': 72, 'sea_level': 1014, 'grnd_level': 1014}",10000,"{'speed': 6.76, 'deg': 11}",{'all': 100},1603246986,"{'country': 'IS', 'sunrise': 1603268866, 'sunset': 1603302192}",0,3412093,Vestmannaeyjar,200,,
"{'lon': 27.23, 'lat': -27.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.99, 'feels_like': 57.74, 'temp_min': 57.99, 'temp_max': 57.99, 'pressure': 1021, 'humidity': 77}",10000,"{'speed': 1.01, 'deg': 190, 'gust': 5.01}",{'all': 0},1603247109,"{'type': 3, 'id': 2007906, 'country': 'ZA', 'sunrise': 1603250919, 'sunset': 1603297341}",7200,986846,Kroonstad,200,,
"{'lon': 110.1, 'lat': 27.32}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 60.71, 'feels_like': 59.29, 'temp_min': 60.71, 'temp_max': 60.71, 'pressure': 1024, 'humidity': 73, 'sea_level': 1024, 'grnd_level': 999}",10000,"{'speed': 3.67, 'deg': 355}",{'all': 53},1603247109,"{'country': 'CN', 'sunrise': 1603233765, 'sunset': 1603274722}",28800,1818051,Anjiang,200,,
"{'lon': 102.27, 'lat': -3.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 84.15, 'feels_like': 90.99, 'temp_min': 84.15, 'temp_max': 84.15, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 1009}",10000,"{'speed': 1.97, 'deg': 345}",{'all': 35},1603246814,"{'country': 'ID', 'sunrise': 1603234146, 'sunset': 1603278099}",25200,1649150,Bengkulu,200,,
"{'lon': 27.85, 'lat': 71.04}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 35.74, 'feels_like': 30.9, 'temp_min': 35.74, 'temp_max': 35.74, 'pressure': 1015, 'humidity': 83, 'sea_level': 1015, 'grnd_level': 1014}",10000,"{'speed': 2.04, 'deg': 121}",{'all': 92},1603247110,"{'country': 'NO', 'sunrise': 1603259763, 'sunset': 1603288200}",7200,778707,Mehamn,200,,
"{'lon': -155.09, 'lat': 19.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 76.93, 'feels_like': 76.05, 'temp_min': 72, 'temp_max': 82.4, 'pressure': 1012, 'humidity': 58}",10000,"{'speed': 8.05, 'deg': 120}",{'all': 90},1603247110,"{'type': 1, 'id': 7881, 'country': 'US', 'sunrise': 1603210604, 'sunset': 1603252379}",-36000,5855927,Hilo,200,,
"{'lon': 117.63, 'lat': 3.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 80.91, 'feels_like': 83.91, 'temp_min': 80.91, 'temp_max': 80.91, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 1005}",10000,"{'speed': 12.17, 'deg': 214}",{'all': 100},1603247110,"{'country': 'ID', 'sunrise': 1603230784, 'sunset': 1603274089}",28800,1624725,Tarakan,200,,
"{'lon': 87.33, 'lat': 26.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 67.37, 'feels_like': 67.73, 'temp_min': 67.37, 'temp_max': 67.37, 'pressure': 1013, 'humidity': 76, 'sea_level': 1013, 'grnd_level': 903}",10000,"{'speed': 4.88, 'deg': 23}",{'all': 0},1603247110,"{'country': 'NP', 'sunrise': 1603239213, 'sunset': 1603280202}",20700,1283465,Dhankutā,200,,
"{'lon': -64.68, 'lat': 32.38}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 75.79, 'feels_like': 70.7, 'temp_min': 73.99, 'temp_max': 77, 'pressure': 1020, 'humidity': 69}",10000,"{'speed': 18.34, 'deg': 60}",{'all': 40},1603247111,"{'type': 1, 'id': 8816, 'country': 'BM', 'sunrise': 1603189584, 'sunset': 1603230007}",-10800,3573061,Saint George,200,,
"{'lon': 112.21, 'lat': -6.88}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 85.87, 'feels_like': 92.32, 'temp_min': 85.87, 'temp_max': 85.87, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 4.21, 'deg': 99}",{'all': 22},1603247111,"{'country': 'ID', 'sunrise': 1603231618, 'sunset': 1603275856}",25200,8079926,Labuhan,200,,
"{'lon': 117.81, 'lat': 24.45}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 78.8, 'feels_like': 79.16, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 57}",10000,"{'speed': 6.71, 'deg': 360}",{'all': 75},1603247111,"{'type': 1, 'id': 9649, 'country': 'CN', 'sunrise': 1603231757, 'sunset': 1603273029}",28800,1795166,Shima,200,,
"{'lon': 121.9, 'lat': -33.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 60.8, 'feels_like': 55.81, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1014, 'humidity': 93}",9000,"{'speed': 13.87, 'deg': 90}",{'all': 90},1603246992,"{'type': 1, 'id': 9525, 'country': 'AU', 'sunrise': 1603227810, 'sunset': 1603275013}",28800,2071860,Esperance,200,,
"{'lon': 32.04, 'lat': -28.78}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 66.56, 'feels_like': 65.62, 'temp_min': 66.56, 'temp_max': 66.56, 'pressure': 1024, 'humidity': 78, 'sea_level': 1024, 'grnd_level': 1024}",10000,"{'speed': 7.14, 'deg': 184}",{'all': 49},1603247111,"{'country': 'ZA', 'sunrise': 1603249696, 'sunset': 1603296256}",7200,962367,Richards Bay,200,{'1h': 0.12},
"{'lon': -56.8, 'lat': -14.45}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 72.81, 'feels_like': 77.61, 'temp_min': 72.81, 'temp_max': 72.81, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 988}",10000,"{'speed': 4.45, 'deg': 39}",{'all': 100},1603247112,"{'country': 'BR', 'sunrise': 1603185434, 'sunset': 1603230375}",-14400,3456248,Nortelândia,200,{'1h': 1.37},
"{'lon': -52.95, 'lat': 5.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 80.11, 'feels_like': 82.4, 'temp_min': 80.11, 'temp_max': 80.11, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 12.66, 'deg': 96}",{'all': 100},1603247112,"{'country': 'GF', 'sunrise': 1603185418, 'sunset': 1603228543}",-10800,3380290,Sinnamary,200,,
"{'lon': 167.48, 'lat': -22.67}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 73.35, 'feels_like': 72.46, 'temp_min': 73.35, 'temp_max': 73.35, 'pressure': 1013, 'humidity': 83, 'sea_level': 1013, 'grnd_level': 1007}",10000,"{'speed': 13.27, 'deg': 48}",{'all': 99},1603247112,"{'country': 'NC', 'sunrise': 1603217568, 'sunset': 1603263380}",39600,2137773,Vao,200,{'1h': 0.13},
"{'lon': -52.1, 'lat': -32.03}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 63, 'feels_like': 60.62, 'temp_min': 63, 'temp_max': 63, 'pressure': 1021, 'humidity': 85}",10000,"{'speed': 8.99, 'deg': 129, 'gust': 15.99}",{'all': 100},1603247112,"{'type': 3, 'id': 2020865, 'country': 'BR', 'sunrise': 1603183330, 'sunset': 1603230224}",-10800,3451138,Rio Grande,200,,
"{'lon': 140.3, 'lat': 35.13}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 66.22, 'feels_like': 60.91, 'temp_min': 64, 'temp_max': 68, 'pressure': 1026, 'humidity': 59}",10000,"{'speed': 10.29, 'deg': 40}",{'all': 20},1603247113,"{'type': 1, 'id': 8074, 'country': 'JP', 'sunrise': 1603226983, 'sunset': 1603267009}",32400,2112309,Katsuura,200,,
"{'lon': 152.43, 'lat': -3.67}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 82.67, 'feels_like': 90.75, 'temp_min': 82.67, 'temp_max': 82.67, 'pressure': 1008, 'humidity': 74, 'sea_level': 1008, 'grnd_level': 1002}",10000,"{'speed': 2.53, 'deg': 49}",{'all': 60},1603247113,"{'country': 'PG', 'sunrise': 1603222115, 'sunset': 1603266055}",36000,2090021,Namatanai,200,{'1h': 1.37},
"{'lon': 19.77, 'lat': -17.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 67.33, 'feels_like': 61.27, 'temp_min': 67.33, 'temp_max': 67.33, 'pressure': 1008, 'humidity': 24, 'sea_level': 1008, 'grnd_level': 887}",10000,"{'speed': 3.76, 'deg': 67}",{'all': 3},1603247113,"{'country': 'NA', 'sunrise': 1603253254, 'sunset': 1603298586}",7200,3353383,Rundu,200,,
"{'lon': -105.17, 'lat': 21.25}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 84.2, 'feels_like': 95.43, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1007, 'humidity': 83}",10000,"{'speed': 2.24, 'deg': 280}",{'all': 20},1603247113,"{'type': 1, 'id': 7156, 'country': 'MX', 'sunrise': 1603198696, 'sunset': 1603240328}",-21600,3979819,Zacualpan,200,,
"{'lon': -98.99, 'lat': 31.71}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 74.7, 'temp_min': 77, 'temp_max': 77, 'pressure': 1014, 'humidity': 57}",10000,"{'speed': 10.29, 'deg': 140, 'gust': 16.11}",{'all': 75},1603247113,"{'type': 1, 'id': 3535, 'country': 'US', 'sunrise': 1603197783, 'sunset': 1603238275}",-18000,4676798,Brownwood,200,,
