coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 118.57, 'lat': -20.32}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 86, 'feels_like': 83.66, 'temp_min': 86, 'temp_max': 86, 'pressure': 1010, 'humidity': 58}",10000,"{'speed': 17.22, 'deg': 310}",{'all': 56},1603247177,"{'type': 1, 'id': 9585, 'country': 'AU', 'sunrise': 1603229427, 'sunset': 1603274994}",28800,2063042,Port Hedland,200,,
"{'lon': -9.45, 'lat': 38.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 61, 'feels_like': 55.89, 'temp_min': 61, 'temp_max': 61, 'pressure': 1003, 'humidity': 98}",10000,"{'speed': 15.17, 'deg': 247}",{'all': 0},1603247177,"{'type': 3, 'id': 2021330, 'country': 'PT', 'sunrise': 1603263200, 'sunset': 1603302665}",3600,2269142,Colares,200,{'1h': 0.25},
"{'lon': 45.2, 'lat': -12.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 80.83, 'temp_min': 77, 'temp_max': 77, 'pressure': 1013, 'humidity': 83}",10000,"{'speed': 8.05, 'deg': 180}",{'all': 91},1603247178,"{'type': 1, 'id': 2131, 'country': 'YT', 'sunrise': 1603247416, 'sunset': 1603292219}",10800,1090225,Koungou,200,,
"{'lon': 57.76, 'lat': -20.21}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 74.25, 'feels_like': 75.45, 'temp_min': 73.4, 'temp_max': 75, 'pressure': 1019, 'humidity': 83}",10000,"{'speed': 10.29, 'deg': 110}",{'all': 40},1603247178,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1603244020, 'sunset': 1603289587}",14400,1106643,Quatre Cocos,200,,
"{'lon': -72.2, 'lat': 19.76}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 81.66, 'feels_like': 85.95, 'temp_min': 81.66, 'temp_max': 81.66, 'pressure': 1012, 'humidity': 74, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 8.32, 'deg': 98}",{'all': 86},1603247179,"{'country': 'HT', 'sunrise': 1603190707, 'sunset': 1603232493}",-14400,3728474,Cap-Haïtien,200,,
"{'lon': -171, 'lat': 65.58}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 38.32, 'feels_like': 31.53, 'temp_min': 38.32, 'temp_max': 38.32, 'pressure': 1030, 'humidity': 95, 'sea_level': 1030, 'grnd_level': 1028}",5548,"{'speed': 7.14, 'deg': 228}",{'all': 97},1603247179,"{'country': 'RU', 'sunrise': 1603305660, 'sunset': 1603337741}",43200,4031637,Lavrentiya,200,,
"{'lon': -1.78, 'lat': 57.47}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 51.24, 'feels_like': 49.87, 'temp_min': 50, 'temp_max': 52, 'pressure': 993, 'humidity': 93}",10000,"{'speed': 2.24, 'deg': 0}",{'all': 84},1603247179,"{'type': 1, 'id': 1440, 'country': 'GB', 'sunrise': 1603263298, 'sunset': 1603298885}",3600,2655288,Boddam,200,,
"{'lon': 84.92, 'lat': 19.27}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 80.89, 'feels_like': 84.16, 'temp_min': 80.89, 'temp_max': 80.89, 'pressure': 1006, 'humidity': 79, 'sea_level': 1006, 'grnd_level': 1005}",10000,"{'speed': 11.3, 'deg': 349}",{'all': 2},1603247179,"{'country': 'IN', 'sunrise': 1603239386, 'sunset': 1603281186}",19800,1270961,Gopālpur,200,{'1h': 3.2556},
"{'lon': 68.3, 'lat': 40.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 53.64, 'feels_like': 48.07, 'temp_min': 53.64, 'temp_max': 53.64, 'pressure': 1019, 'humidity': 37, 'sea_level': 1019, 'grnd_level': 987}",10000,"{'speed': 2.55, 'deg': 156}",{'all': 0},1603247180,"{'country': 'KZ', 'sunrise': 1603244670, 'sunset': 1603283879}",21600,1516595,Zhetysay,200,,
"{'lon': -107.36, 'lat': 24.32}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 85.98, 'feels_like': 88.56, 'temp_min': 84.99, 'temp_max': 87.8, 'pressure': 1007, 'humidity': 52}",10000,"{'speed': 5.82, 'deg': 220}",{'all': 20},1603247180,"{'type': 1, 'id': 7117, 'country': 'MX', 'sunrise': 1603199380, 'sunset': 1603240695}",-21600,4007812,Eldorado,200,,
"{'lon': 107.6, 'lat': 16.47}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 75.2, 'feels_like': 80.71, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1015, 'humidity': 94}",3500,"{'speed': 6.93, 'deg': 260}",{'all': 75},1603247180,"{'type': 1, 'id': 9310, 'country': 'VN', 'sunrise': 1603233804, 'sunset': 1603275883}",25200,1580240,Hue,200,,
"{'lon': 108.97, 'lat': 1.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 83.82, 'feels_like': 92.73, 'temp_min': 83.82, 'temp_max': 83.82, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1002}",10000,"{'speed': 2.19, 'deg': 169}",{'all': 100},1603247181,"{'country': 'ID', 'sunrise': 1603232765, 'sunset': 1603276264}",25200,1631637,Pemangkat,200,,
"{'lon': 40.67, 'lat': -14.54}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 72.45, 'feels_like': 78.04, 'temp_min': 72.45, 'temp_max': 72.45, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 1011}",10000,"{'speed': 2.75, 'deg': 299}",{'all': 0},1603247181,"{'country': 'MZ', 'sunrise': 1603248413, 'sunset': 1603293396}",7200,1035025,Nacala,200,,
"{'lon': 18.21, 'lat': 11.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 78.04, 'feels_like': 73.81, 'temp_min': 78.04, 'temp_max': 78.04, 'pressure': 1008, 'humidity': 26, 'sea_level': 1008, 'grnd_level': 957}",10000,"{'speed': 3.69, 'deg': 4}",{'all': 0},1603247182,"{'country': 'TD', 'sunrise': 1603255046, 'sunset': 1603297543}",3600,2435124,Bitkine,200,,
"{'lon': 166.1, 'lat': 60.47}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 40.46, 'feels_like': 28.35, 'temp_min': 40.46, 'temp_max': 40.46, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 983}",10000,"{'speed': 16.55, 'deg': 139}",{'all': 100},1603247182,"{'country': 'RU', 'sunrise': 1603223444, 'sunset': 1603258166}",43200,2120591,Tilichiki,200,{'1h': 0.11},
"{'lon': 173.17, 'lat': -35.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 64.87, 'feels_like': 61.99, 'temp_min': 64.87, 'temp_max': 64.87, 'pressure': 1019, 'humidity': 66, 'sea_level': 1019, 'grnd_level': 1018}",10000,"{'speed': 6.91, 'deg': 327}",{'all': 100},1603247182,"{'country': 'NZ', 'sunrise': 1603215424, 'sunset': 1603262793}",46800,2194098,Ahipara,200,,
"{'lon': -36.62, 'lat': -8.77}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 62.11, 'feels_like': 61.32, 'temp_min': 62.11, 'temp_max': 62.11, 'pressure': 1017, 'humidity': 97, 'sea_level': 1017, 'grnd_level': 923}",10000,"{'speed': 8.08, 'deg': 98}",{'all': 32},1603247182,"{'country': 'BR', 'sunrise': 1603180862, 'sunset': 1603225262}",-10800,3404231,Caetés,200,,
"{'lon': -97.68, 'lat': 30.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 78.08, 'feels_like': 78.84, 'temp_min': 77, 'temp_max': 79, 'pressure': 1015, 'humidity': 61}",10000,"{'speed': 6.93, 'deg': 150}",{'all': 1},1603246973,"{'type': 1, 'id': 4274, 'country': 'US', 'sunrise': 1603197404, 'sunset': 1603238025}",-18000,4693342,Georgetown,200,,
"{'lon': -4.62, 'lat': 48.38}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]",stations,"{'temp': 59, 'feels_like': 57.29, 'temp_min': 59, 'temp_max': 59, 'pressure': 992, 'humidity': 93}",10000,"{'speed': 6.93, 'deg': 140}",{'all': 90},1603247183,"{'type': 1, 'id': 6554, 'country': 'FR', 'sunrise': 1603262854, 'sunset': 1603300692}",7200,2986626,Plouzané,200,{'1h': 0.42},
"{'lon': -158.01, 'lat': 21.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 82.42, 'feels_like': 86.36, 'temp_min': 80.6, 'temp_max': 84.2, 'pressure': 1012, 'humidity': 70}",10000,"{'speed': 8.05, 'deg': 180}",{'all': 1},1603247183,"{'type': 1, 'id': 7868, 'country': 'US', 'sunrise': 1603211385, 'sunset': 1603253000}",-36000,5855051,‘Ewa Beach,200,,
"{'lon': -3.21, 'lat': 39.39}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 57.99, 'feels_like': 57.29, 'temp_min': 57.99, 'temp_max': 57.99, 'pressure': 1009, 'humidity': 84}",10000,"{'speed': 3, 'deg': 215, 'gust': 8.99}",{'all': 100},1603247183,"{'type': 3, 'id': 2003493, 'country': 'ES', 'sunrise': 1603261745, 'sunset': 1603301125}",7200,2522131,Alcázar de San Juan,200,,
"{'lon': 95.32, 'lat': 5.56}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 85.71, 'feels_like': 88.65, 'temp_min': 85.71, 'temp_max': 85.71, 'pressure': 1011, 'humidity': 62, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 9.42, 'deg': 207}",{'all': 36},1603247183,"{'country': 'ID', 'sunrise': 1603236241, 'sunset': 1603279340}",25200,1215502,Banda Aceh,200,,
"{'lon': 9.66, 'lat': 36.54}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 66.2, 'feels_like': 63.84, 'temp_min': 66.2, 'temp_max': 66.2, 'pressure': 1020, 'humidity': 72}",8000,"{'speed': 8.05, 'deg': 150}",{'all': 20},1603247184,"{'type': 1, 'id': 1194, 'country': 'TN', 'sunrise': 1603258451, 'sunset': 1603298242}",3600,2467980,Goubellat,200,,
"{'lon': 82.22, 'lat': 16.73}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 80.6, 'feels_like': 89.33, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1007, 'humidity': 88}",5000,"{'speed': 4.7, 'deg': 270}",{'all': 75},1603247184,"{'type': 1, 'id': 9225, 'country': 'IN', 'sunrise': 1603239909, 'sunset': 1603281959}",19800,1252795,Yanam,200,{'1h': 2.05},
"{'lon': -71.77, 'lat': 48.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 31.66, 'feels_like': 24.48, 'temp_min': 30.2, 'temp_max': 33.01, 'pressure': 1029, 'humidity': 92}",10000,"{'speed': 5.82, 'deg': 240}",{'all': 5},1603247184,"{'type': 1, 'id': 901, 'country': 'CA', 'sunrise': 1603192507, 'sunset': 1603230486}",-14400,6138276,Saint-Gédéon,200,,
"{'lon': 87.2, 'lat': 27.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 72.5, 'feels_like': 73.67, 'temp_min': 72.5, 'temp_max': 72.5, 'pressure': 1015, 'humidity': 53, 'sea_level': 1015, 'grnd_level': 922}",10000,"{'speed': 0.34, 'deg': 118}",{'all': 0},1603247185,"{'country': 'NP', 'sunrise': 1603239266, 'sunset': 1603280212}",20700,1283217,Khanbari,200,,
"{'lon': 179.32, 'lat': 63.05}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 41.52, 'feels_like': 32.25, 'temp_min': 41.52, 'temp_max': 41.52, 'pressure': 1027, 'humidity': 85, 'sea_level': 1027, 'grnd_level': 1025}",10000,"{'speed': 11.65, 'deg': 178}",{'all': 55},1603247185,"{'country': 'RU', 'sunrise': 1603220779, 'sunset': 1603254486}",43200,2126710,Beringovskiy,200,,
"{'lon': 122.42, 'lat': 17.08}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 82.47, 'feels_like': 83.77, 'temp_min': 82.47, 'temp_max': 82.47, 'pressure': 1006, 'humidity': 80, 'sea_level': 1006, 'grnd_level': 1004}",10000,"{'speed': 16.78, 'deg': 162}",{'all': 86},1603247185,"{'country': 'PH', 'sunrise': 1603230276, 'sunset': 1603272298}",28800,1715015,Dicabisagan,200,{'1h': 0.1068},
"{'lon': 142.48, 'lat': -38.38}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 61, 'feels_like': 57.27, 'temp_min': 61, 'temp_max': 61, 'pressure': 1015, 'humidity': 71}",10000,"{'speed': 7.52, 'deg': 200}",{'all': 15},1603247186,"{'type': 3, 'id': 2007682, 'country': 'AU', 'sunrise': 1603222542, 'sunset': 1603270404}",39600,2144528,Warrnambool,200,,
"{'lon': -45.97, 'lat': -23.31}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 69.8, 'feels_like': 73.56, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1020, 'humidity': 83}",10000,"{'speed': 2.24, 'deg': 80}",{'all': 75},1603247181,"{'type': 1, 'id': 8434, 'country': 'BR', 'sunrise': 1603182380, 'sunset': 1603228231}",-10800,3460370,Jacareí,200,,
"{'lon': -84.32, 'lat': 9.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 67.62, 'feels_like': 72.21, 'temp_min': 66, 'temp_max': 69.8, 'pressure': 1015, 'humidity': 100}",10000,"{'speed': 3.36, 'deg': 350}",{'all': 75},1603247187,"{'type': 1, 'id': 7217, 'country': 'CR', 'sunrise': 1603193134, 'sunset': 1603235883}",-21600,3622537,Parrita,200,{'1h': 0.27},
"{'lon': 33.94, 'lat': 26.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 77, 'feels_like': 74.79, 'temp_min': 77, 'temp_max': 77, 'pressure': 1013, 'humidity': 44}",10000,"{'speed': 5.82, 'deg': 320}",{'all': 0},1603247187,"{'type': 1, 'id': 2513, 'country': 'EG', 'sunrise': 1603252018, 'sunset': 1603293022}",7200,358620,Safaga,200,,
"{'lon': 139.92, 'lat': 53.94}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 37.13, 'feels_like': 28.2, 'temp_min': 37.13, 'temp_max': 37.13, 'pressure': 1012, 'humidity': 74, 'sea_level': 1012, 'grnd_level': 965}",10000,"{'speed': 8.93, 'deg': 205}",{'all': 99},1603247187,"{'country': 'RU', 'sunrise': 1603228748, 'sunset': 1603265427}",36000,2019935,Mnogovershinnyy,200,,
"{'lon': -63.06, 'lat': 18.22}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 81.45, 'feels_like': 86.63, 'temp_min': 80.01, 'temp_max': 82.4, 'pressure': 1013, 'humidity': 78}",10000,"{'speed': 8.05, 'deg': 240}",{'all': 20},1603247134,"{'type': 1, 'id': 8801, 'country': 'AI', 'sunrise': 1603188438, 'sunset': 1603230376}",-14400,3573374,The Valley,200,,
"{'lon': -102.2, 'lat': 17.96}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 80.4, 'feels_like': 88.72, 'temp_min': 80.4, 'temp_max': 80.4, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 1007}",10000,"{'speed': 4.85, 'deg': 292}",{'all': 40},1603247188,"{'country': 'MX', 'sunrise': 1603197821, 'sunset': 1603239778}",-18000,4026082,Lázaro Cárdenas,200,,
"{'lon': 115.26, 'lat': 30.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 60.46, 'feels_like': 57.94, 'temp_min': 60.46, 'temp_max': 60.46, 'pressure': 1022, 'humidity': 73, 'sea_level': 1022, 'grnd_level': 1018}",10000,"{'speed': 5.48, 'deg': 284}",{'all': 98},1603247188,"{'country': 'CN', 'sunrise': 1603232705, 'sunset': 1603273305}",28800,1797793,Qingquan,200,,
"{'lon': -79.43, 'lat': 47.33}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 30.2, 'feels_like': 24.64, 'temp_min': 30.2, 'temp_max': 30.2, 'pressure': 1027, 'humidity': 86}",10000,"{'speed': 2.24, 'deg': 0}",{'all': 90},1603247188,"{'type': 1, 'id': 981, 'country': 'CA', 'sunrise': 1603194236, 'sunset': 1603232434}",-14400,6174335,Ville-Marie,200,,
"{'lon': 171.13, 'lat': -44.27}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 60.01, 'feels_like': 55.78, 'temp_min': 60.01, 'temp_max': 60.01, 'pressure': 1017, 'humidity': 66}",10000,"{'speed': 7, 'deg': 128, 'gust': 8.99}",{'all': 17},1603247189,"{'type': 3, 'id': 20853, 'country': 'NZ', 'sunrise': 1603215165, 'sunset': 1603264031}",46800,2184512,Pleasant Point,200,,
"{'lon': -106.83, 'lat': 40.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 48.72, 'feels_like': 40.96, 'temp_min': 37.4, 'temp_max': 55.4, 'pressure': 1018, 'humidity': 30}",10000,"{'speed': 4.7, 'deg': 100}",{'all': 1},1603246919,"{'type': 1, 'id': 5785, 'country': 'US', 'sunrise': 1603200248, 'sunset': 1603239573}",-21600,5582371,Steamboat Springs,200,,
"{'lon': 116.85, 'lat': -20.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 87.21, 'feels_like': 80.73, 'temp_min': 87.21, 'temp_max': 87.21, 'pressure': 1012, 'humidity': 28, 'sea_level': 1012, 'grnd_level': 1008}",10000,"{'speed': 11.7, 'deg': 248}",{'all': 71},1603247189,"{'country': 'AU', 'sunrise': 1603229817, 'sunset': 1603275430}",28800,6620339,Karratha,200,,
"{'lon': 100.63, 'lat': -0.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 83.59, 'feels_like': 89.73, 'temp_min': 83.59, 'temp_max': 83.59, 'pressure': 1012, 'humidity': 60, 'sea_level': 1012, 'grnd_level': 955}",10000,"{'speed': 1.1, 'deg': 243}",{'all': 50},1603247190,"{'country': 'ID', 'sunrise': 1603234703, 'sunset': 1603278329}",25200,1631905,Payakumbuh,200,,
"{'lon': -105.4, 'lat': 28.33}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 75.2, 'feels_like': 68.38, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1016, 'humidity': 19}",10000,"{'speed': 5.28, 'deg': 37}",{'all': 5},1603247190,"{'type': 1, 'id': 7111, 'country': 'MX', 'sunrise': 1603199126, 'sunset': 1603240008}",-21600,4003938,Jiménez,200,,
"{'lon': 11.24, 'lat': 64.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 39.2, 'feels_like': 22.89, 'temp_min': 39.2, 'temp_max': 39.2, 'pressure': 1003, 'humidity': 73, 'sea_level': 1003, 'grnd_level': 1003}",10000,"{'speed': 22.44, 'deg': 102}",{'all': 99},1603247191,"{'country': 'NO', 'sunrise': 1603261631, 'sunset': 1603294304}",7200,3141310,Rørvik,200,,
"{'lon': -80.05, 'lat': 40.36}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 57.6, 'feels_like': 58.05, 'temp_min': 57, 'temp_max': 57.99, 'pressure': 1023, 'humidity': 99}",10000,"{'speed': 3.31, 'deg': 142}",{'all': 96},1603247191,"{'type': 3, 'id': 2031763, 'country': 'US', 'sunrise': 1603193807, 'sunset': 1603233161}",-14400,5202215,Mount Lebanon,200,,
"{'lon': -4.75, 'lat': 43.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 63.12, 'feels_like': 62.55, 'temp_min': 63.12, 'temp_max': 63.12, 'pressure': 997, 'humidity': 76, 'sea_level': 997, 'grnd_level': 997}",10000,"{'speed': 4.03, 'deg': 175}",{'all': 100},1603247192,"{'country': 'ES', 'sunrise': 1603262432, 'sunset': 1603301177}",7200,3118304,Llanes,200,{'1h': 0.28},
"{'lon': 112.56, 'lat': 59.45}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 26.92, 'feels_like': 17.13, 'temp_min': 26.92, 'temp_max': 26.92, 'pressure': 1015, 'humidity': 95, 'sea_level': 1015, 'grnd_level': 990}",557,"{'speed': 9.57, 'deg': 250}",{'all': 100},1603247192,"{'country': 'RU', 'sunrise': 1603236135, 'sunset': 1603271171}",32400,2013375,Vitim,200,,{'1h': 0.19}
"{'lon': -56.45, 'lat': -14.41}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 73.72, 'feels_like': 77.14, 'temp_min': 73.72, 'temp_max': 73.72, 'pressure': 1014, 'humidity': 87, 'sea_level': 1014, 'grnd_level': 983}",10000,"{'speed': 7.11, 'deg': 58}",{'all': 100},1603247046,"{'country': 'BR', 'sunrise': 1603185352, 'sunset': 1603230289}",-14400,3464724,Diamantino,200,{'1h': 0.25},
"{'lon': 77.58, 'lat': 34.17}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 38.23, 'feels_like': 32.36, 'temp_min': 38.23, 'temp_max': 38.23, 'pressure': 1022, 'humidity': 47, 'sea_level': 1022, 'grnd_level': 673}",10000,"{'speed': 1.52, 'deg': 264}",{'all': 0},1603247193,"{'country': 'IN', 'sunrise': 1603241983, 'sunset': 1603282112}",19800,1264976,Leh,200,,
"{'lon': -94.83, 'lat': 16.47}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 79.65, 'feels_like': 78.67, 'temp_min': 79.65, 'temp_max': 79.65, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 1009}",10000,"{'speed': 15.1, 'deg': 351}",{'all': 12},1603247193,"{'country': 'MX', 'sunrise': 1603195980, 'sunset': 1603238082}",-18000,3514916,Unión Hidalgo,200,,
"{'lon': 155.8, 'lat': 62.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 17.91, 'feels_like': 11.43, 'temp_min': 17.91, 'temp_max': 17.91, 'pressure': 1017, 'humidity': 91, 'sea_level': 1017, 'grnd_level': 951}",10000,"{'speed': 1.97, 'deg': 296}",{'all': 68},1603247193,"{'country': 'RU', 'sunrise': 1603226324, 'sunset': 1603260229}",39600,2122493,Omsukchan,200,,
"{'lon': 109.33, 'lat': -0.03}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 89.24, 'feels_like': 98.19, 'temp_min': 89.24, 'temp_max': 89.24, 'pressure': 1011, 'humidity': 61, 'sea_level': 1011, 'grnd_level': 1010}",10000,"{'speed': 1.48, 'deg': 169}",{'all': 93},1603247194,"{'country': 'ID', 'sunrise': 1603232624, 'sunset': 1603276232}",25200,1630789,Pontianak,200,,
"{'lon': -53.76, 'lat': -20.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 72.03, 'feels_like': 76.41, 'temp_min': 72.03, 'temp_max': 72.03, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 971}",10000,"{'speed': 4.27, 'deg': 322}",{'all': 100},1603247194,"{'country': 'BR', 'sunrise': 1603184402, 'sunset': 1603229947}",-14400,3451399,Ribas do Rio Pardo,200,,
"{'lon': 6.79, 'lat': 4.71}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 75.42, 'feels_like': 83.52, 'temp_min': 75.42, 'temp_max': 75.42, 'pressure': 1011, 'humidity': 92, 'sea_level': 1011, 'grnd_level': 1010}",6320,"{'speed': 1.9, 'deg': 17}",{'all': 100},1603247195,"{'country': 'NG', 'sunrise': 1603257449, 'sunset': 1603300622}",3600,2324433,Abonnema,200,{'1h': 3.06},
"{'lon': -38.88, 'lat': -15.86}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 73.4, 'feels_like': 78.21, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1018, 'humidity': 88}",10000,"{'speed': 4.7, 'deg': 260}",{'all': 75},1603247195,"{'type': 1, 'id': 8422, 'country': 'BR', 'sunrise': 1603181066, 'sunset': 1603226142}",-10800,3470137,Belmonte,200,,
"{'lon': -84.36, 'lat': 34.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 63.84, 'feels_like': 63.5, 'temp_min': 63, 'temp_max': 64.4, 'pressure': 1023, 'humidity': 88}",10000,"{'speed': 6.58, 'deg': 96}",{'all': 1},1603246970,"{'type': 1, 'id': 5323, 'country': 'US', 'sunrise': 1603194411, 'sunset': 1603234625}",-14400,4219934,Roswell,200,,
"{'lon': -74.5, 'lat': 20.35}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 78.66, 'feels_like': 84.96, 'temp_min': 78.66, 'temp_max': 78.66, 'pressure': 1011, 'humidity': 83, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 5.23, 'deg': 101}",{'all': 99},1603247196,"{'country': 'CU', 'sunrise': 1603191288, 'sunset': 1603233016}",-14400,3567834,Baracoa,200,,
